text,author
"Still it is a curious and interesting variety, and has not been catalogued before.",Twain
"Well, don't you see what was bound to happen?",Twain
"Damned if this isn’t a strange one, he thought.",prajwal
"""We mustn't keep mamma and the others waiting,"" said she.",Henry
The match went out.,prajwal
"Other birds, too.",Twain
She had been married to a man who had never bored her and these people bored her very much.,prajwal
Tomorrow he would find work.,Henry
"It makes curious devilish noises when not satisfied, and says ""goo-goo"" when it is.",Twain
"Now he took a thinking attitude on the comb of the roof and scratched the back of his head with his right foot a minute, and finally says, ""Well, it's too many for me, that's certain; must be a mighty long hole; however, I ain't got no time to fool around here, I got to tend to business; I reckon it's all right - chance it, anyway"".",Twain
"""Oh, Anthony,"" sighed Aunt Ellen, ""I wish you would not think so much of money.",Henry
Nothing that had been hers.,Henry
He was reading his book.,prajwal
"""'Then he wanted to show me his bachelor apartment on Liberty street.",Henry
made brief work of his case.,Twain
"“I want to pull my hair back tight and smooth and make a big knot at the back that I can feel,” she said.",prajwal
"The lion still stood looking majestically and coolly toward this object that his eyes only showed in silhouette, bulking like some super-rhino.",prajwal
He had come to the old church at the right time.,Henry
"He received it with a smile, one of those large smiles which goes all around over, and has folds in it, and wrinkles, and spirals, and looks like the place where you have thrown a brick in a pond; and then in the act of his taking a glimpse of the bill this smile froze solid, and turned yellow, and looked like those wavy, wormy spreads of lava which you find hardened on little levels on the side of Vesuvius.",Twain
"It was strange, too, wasn’t it, that when he fell in love with another woman, that woman should always have more money than the last one?",prajwal
Motor car too.,prajwal
There was a series of holes in the top of the bank with a few men in them.,prajwal
I was having a fine time”.,prajwal
"She even brought anecdotes that she had heard the family and the dinner-guests laugh and shout over; and as a rule she got the nub of one chestnut hitched onto another chestnut, where, of course, it didn't fit and hadn't any point; and when she delivered the nub she fell over and rolled on the floor and laughed and barked in the most insane way, while I could see that she was wondering to herself why it didn't seem as funny as it did when she first heard it.",Twain
"""I suppose I am.",Henry
for she was the only cultivated dog there was.,Twain
Always no.,Henry
The horses’ breath made plumes in the cold air.,prajwal
"His character is above reproach, and the mine is worth far more than he asks for it"".",Twain
"He'll pay $2,000 for it as quick as he'd tuck a napkin under his chin.",Henry
"“Oh, they’ll go with us.",prajwal
She was not like this before she lost her mind.,Twain
"“You’ve got your lion,” Robert Wilson said to him, “and a damned fine one too”.",prajwal
“There’s a good chance of it.,prajwal
"Our nada who art in nada, nada be thy name thy kingdom nada thy will be nada in nada as it is in nada.",prajwal
"There are only five left now"".",Henry
"“Bad leg,” he told him.",prajwal
He pulled a roundish bundle about as big as a goose egg out of his pocket and unwrapped it.,Henry
Compton started the motor and got in.,prajwal
He expected the feeling he had had about the lion to come back but it did not.,prajwal
"""'Then,' says I, 'why was that story about finding another one in the pawn '  ""'Oh,' says Andy, 'out of respect for that conscience of yours.",Henry
All right .,Henry
"<  13  >      Still, her heart was set upon having that monster, and she couldn't give it up.",Twain
It was perfect.,Twain
It wasn’t this woman’s fault.,prajwal
“Just the ribbons and the papers.,prajwal
"It was foolish to be afraid there, yet still I was; so afraid that I held in and hardly even whimpered, though it would have been such a comfort to whimper, because that eases the pain, you know.",Twain
"They were mainly young and frisky and nobody in the command could stay on them long at a time, for we were town boys and ignorant of horsemanship.",Twain
"“Well, they thought it was better to have it absorb, and that’s what I got.",prajwal
"He was going to stay there, he said, and rest.",Henry
"During a short stay in East Tennessee he was in a citizen colonel' s tent one day talking, when a big private appeared at the door and, without salute or other circumlocution, said to the colonel; ""Say, Jim, I'm a goin' home for a few days"".",Twain
“I love it.,prajwal
"I stopped, of course, and fastened my desiring eye on that muddy treasure.",Twain
"Standing beside her he said: “Good evening, Bedelia!",Henry
I could have become a soldier myself if I had waited.,Twain
"And you bet you he did learn him, too.",Twain
"Edward moved his family into a garret, and walked the streets day and night, seeking work.",Twain
Why should he blame this woman because she kept him well?,prajwal
I can’t sleep without a light of some sort.,prajwal
“The nigger”.,prajwal
couldn't take his breakfast without a crowd to look on; couldn't appear in an operabox without concentrating there the fire of a thousand lorgnettes.,Twain
And I did hate to see the thick peeling go; it seemed such a waste.,Henry
The houses of this part of the city have had a thousand people living in them.,Henry
"“You shoot marvellously, you know”.",prajwal
"I'm nearly as impolite and disagreeable and ill-mannered as these two old Knickerbocker gents on each side of me that can't sleep of nights because I bought in between 'em"".",Henry
"""Slop!""",Henry
“I’m sleepy now.,prajwal
My hopes began to rise high.,Twain
It’s a drink”.,prajwal
In the doorway stood the maid.,prajwal
She would know how to depress a rat-terrier with it and make a lap-dog look sorry he came.,Twain
"“You’re both talking rot,” said Margot.",prajwal
“Can I get supper”?,prajwal
"“Oh,” said Macomber.",prajwal
"And how quiet it got and then somebody saying, “You bloody murderous bastard”.",prajwal
"“Get that other,” Wilson said.",prajwal
"In a word, he was ruined.",Twain
That seemed safe.,prajwal
We kept monotonously falling back upon one camp or another and eating up the farmers and their families.,Twain
“He’s the one makes the noise at night.,prajwal
